jerseyNumber,person_fullName,person_id,person_link,position_abbreviation,position_code,position_name,position_type,team,teamFullName,year
,Greg McKegg,8475735,/api/v1/people/8475735,C,C,Center,Forward,TOR,Toronto Maple Leafs,20132014
8,Petter Granberg,8475774,/api/v1/people/8475774,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20132014
,David Broll,8476304,/api/v1/people/8476304,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,20132014
17,Josh Leivo,8476410,/api/v1/people/8476410,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,20132014
24,Spencer Abbott,8476805,/api/v1/people/8476805,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,20132014
44,Morgan Rielly,8476853,/api/v1/people/8476853,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,20132014
28,Elias Lindholm,8477496,/api/v1/people/8477496,C,C,Center,Forward,CAR,Carolina Hurricanes,20132014
10,Garrett Wilson,8475253,/api/v1/people/8475253,LW,L,Left Wing,Forward,FLA,Florida Panthers,20132014
21,Vincent Trocheck,8476389,/api/v1/people/8476389,C,C,Center,Forward,FLA,Florida Panthers,20132014
58,Jonathan Racine,8476411,/api/v1/people/8476411,D,D,Defenseman,Defenseman,FLA,Florida Panthers,20132014
16,Aleksander Barkov,8477493,/api/v1/people/8477493,C,C,Center,Forward,FLA,Florida Panthers,20132014
86,Nikita Kucherov,8476453,/api/v1/people/8476453,RW,R,Right Wing,Forward,TBL,Tampa Bay Lightning,20132014
90,Vladislav Namestnikov,8476480,/api/v1/people/8476480,C,C,Center,Forward,TBL,Tampa Bay Lightning,20132014
13,Cedric Paquette,8476975,/api/v1/people/8476975,C,C,Center,Forward,TBL,Tampa Bay Lightning,20132014
24,Dmitry Korobov,8477082,/api/v1/people/8477082,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,20132014
28,Cody Kunyk,8477832,/api/v1/people/8477832,RW,R,Right Wing,Forward,TBL,Tampa Bay Lightning,20132014
,Kristers Gudlevskis,8477356,/api/v1/people/8477356,G,G,Goalie,Goalie,TBL,Tampa Bay Lightning,20132014
64,Peter LeBlanc,8473505,/api/v1/people/8473505,C,C,Center,Forward,WSH,Washington Capitals,20132014
94,Nicolas Deschamps,8474598,/api/v1/people/8474598,C,C,Center,Forward,WSH,Washington Capitals,20132014
,Michael Latta,8475247,/api/v1/people/8475247,C,C,Center,Forward,WSH,Washington Capitals,20132014
56,Patrick Wey,8475275,/api/v1/people/8475275,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20132014
49,Julien Brouillette,8475567,/api/v1/people/8475567,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20132014
92,Evgeny Kuznetsov,8475744,/api/v1/people/8475744,C,C,Center,Forward,WSH,Washington Capitals,20132014
5,Connor Carrick,8476941,/api/v1/people/8476941,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20132014
88,Nate Schmidt,8477220,/api/v1/people/8477220,D,D,Defenseman,Defenseman,WSH,Washington Capitals,20132014
20,Joakim Nordstrom,8475807,/api/v1/people/8475807,C,C,Center,Forward,CHI,Chicago Blackhawks,20132014
86,Teuvo Teravainen,8476882,/api/v1/people/8476882,LW,L,Left Wing,Forward,CHI,Chicago Blackhawks,20132014
25,Matt Carey,8477836,/api/v1/people/8477836,LW,L,Left Wing,Forward,CHI,Chicago Blackhawks,20132014
40,Kent Simpson,8475720,/api/v1/people/8475720,G,G,Goalie,Goalie,CHI,Chicago Blackhawks,20132014
32,Antti Raanta,8477293,/api/v1/people/8477293,G,G,Goalie,Goalie,CHI,Chicago Blackhawks,20132014
41,Landon Ferraro,8475157,/api/v1/people/8475157,C,C,Center,Forward,DET,Detroit Red Wings,20132014
15,Mitch Callahan,8475296,/api/v1/people/8475296,RW,R,Right Wing,Forward,DET,Detroit Red Wings,20132014
53,Adam Almquist,8475332,/api/v1/people/8475332,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20132014
67,Teemu Pulkkinen,8475800,/api/v1/people/8475800,LW,L,Left Wing,Forward,DET,Detroit Red Wings,20132014
3,Alexey Marchenko,8476289,/api/v1/people/8476289,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20132014
92,Tomas Jurco,8476430,/api/v1/people/8476430,RW,R,Right Wing,Forward,DET,Detroit Red Wings,20132014
61,Xavier Ouellet,8476443,/api/v1/people/8476443,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20132014
25,Ryan Sproul,8476450,/api/v1/people/8476450,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,20132014
41,Luke Glendening,8476822,/api/v1/people/8476822,C,C,Center,Forward,DET,Detroit Red Wings,20132014
29,Mark Van Guilder,8474939,/api/v1/people/8474939,C,C,Center,Forward,NSH,Nashville Predators,20132014
19,Calle Jarnkrok,8475714,/api/v1/people/8475714,C,C,Center,Forward,NSH,Nashville Predators,20132014
10,Colton Sissons,8476925,/api/v1/people/8476925,C,C,Center,Forward,NSH,Nashville Predators,20132014
3,Seth Jones,8477495,/api/v1/people/8477495,D,D,Defenseman,Defenseman,NSH,Nashville Predators,20132014
,Simon Moser,8477666,/api/v1/people/8477666,C,C,Center,Forward,NSH,Nashville Predators,20132014
45,Magnus Hellberg,8476433,/api/v1/people/8476433,G,G,Goalie,Goalie,NSH,Nashville Predators,20132014
31,Marek Mazanec,8476992,/api/v1/people/8476992,G,G,Goalie,Goalie,NSH,Nashville Predators,20132014
8,Ty Rattie,8476427,/api/v1/people/8476427,RW,R,Right Wing,Forward,STL,St. Louis Blues,20132014
10,Corban Knight,8475260,/api/v1/people/8475260,C,C,Center,Forward,CGY,Calgary Flames,20132014
42,Chris Breen,8475648,/api/v1/people/8475648,D,D,Defenseman,Defenseman,CGY,Calgary Flames,20132014
46,Bill Arnold,8475833,/api/v1/people/8475833,C,C,Center,Forward,CGY,Calgary Flames,20132014
17,Kenny Agostino,8475844,/api/v1/people/8475844,LW,L,Left Wing,Forward,CGY,Calgary Flames,20132014
13,Johnny Gaudreau,8476346,/api/v1/people/8476346,LW,L,Left Wing,Forward,CGY,Calgary Flames,20132014
60,Markus Granlund,8476440,/api/v1/people/8476440,C,C,Center,Forward,CGY,Calgary Flames,20132014
47,Tyler Wotherspoon,8476452,/api/v1/people/8476452,D,D,Defenseman,Defenseman,CGY,Calgary Flames,20132014
41,Chad Billins,8476827,/api/v1/people/8476827,D,D,Defenseman,Defenseman,CGY,Calgary Flames,20132014
23,Sean Monahan,8477497,/api/v1/people/8477497,C,C,Center,Forward,CGY,Calgary Flames,20132014
48,Bryce Van Brabant,8477847,/api/v1/people/8477847,LW,L,Left Wing,Forward,CGY,Calgary Flames,20132014
1,Reto Berra,8473499,/api/v1/people/8473499,G,G,Goalie,Goalie,CGY,Calgary Flames,20132014
37,Joni Ortio,8475299,/api/v1/people/8475299,G,G,Goalie,Goalie,CGY,Calgary Flames,20132014
34,Paul Carey,8474008,/api/v1/people/8474008,C,C,Center,Forward,COL,Colorado Avalanche,20132014
46,Karl Stollery,8476798,/api/v1/people/8476798,D,D,Defenseman,Defenseman,COL,Colorado Avalanche,20132014
29,Nathan MacKinnon,8477492,/api/v1/people/8477492,C,C,Center,Forward,COL,Colorado Avalanche,20132014
38,Joey Hishon,8475767,/api/v1/people/8475767,C,C,Center,Forward,COL,Colorado Avalanche,20132014
17,Luke Gazdic,8473989,/api/v1/people/8473989,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,20132014
52,Martin Marincin,8475716,/api/v1/people/8475716,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20132014
18,Tyler Pitlick,8475752,/api/v1/people/8475752,C,C,Center,Forward,EDM,Edmonton Oilers,20132014
42,Taylor Fedun,8476166,/api/v1/people/8476166,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20132014
41,Will Acton,8476179,/api/v1/people/8476179,C,C,Center,Forward,EDM,Edmonton Oilers,20132014
77,Oscar Klefbom,8476472,/api/v1/people/8476472,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20132014
77,Brad Hunt,8476779,/api/v1/people/8476779,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20132014
77,Anton Belov,8477289,/api/v1/people/8477289,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,20132014
90,Darren Archibald,8475423,/api/v1/people/8475423,RW,R,Right Wing,Forward,VAN,Vancouver Canucks,20132014
,Kellan Lain,8477201,/api/v1/people/8477201,LW,L,Left Wing,Forward,VAN,Vancouver Canucks,20132014
40,Michael Zalewski,8477816,/api/v1/people/8477816,LW,L,Left Wing,Forward,VAN,Vancouver Canucks,20132014
30,Joacim Eriksson,8474754,/api/v1/people/8474754,G,G,Goalie,Goalie,VAN,Vancouver Canucks,20132014
31,Eddie Lack,8475663,/api/v1/people/8475663,G,G,Goalie,Goalie,VAN,Vancouver Canucks,20132014
28,Alex Grant,8474005,/api/v1/people/8474005,D,D,Defenseman,Defenseman,ANA,Anaheim Ducks,20132014
47,Hampus Lindholm,8476854,/api/v1/people/8476854,D,D,Defenseman,Defenseman,ANA,Anaheim Ducks,20132014
31,Frederik Andersen,8475883,/api/v1/people/8475883,G,G,Goalie,Goalie,ANA,Anaheim Ducks,20132014
36,John Gibson,8476434,/api/v1/people/8476434,G,G,Goalie,Goalie,ANA,Anaheim Ducks,20132014
,Kevin Connauton,8475246,/api/v1/people/8475246,D,D,Defenseman,Defenseman,DAL,Dallas Stars,20132014
12,Patrik Nemeth,8475747,/api/v1/people/8475747,D,D,Defenseman,Defenseman,DAL,Dallas Stars,20132014
